CycID,JTK_period,JTK_adjphase
17_neuron2_b.npy,56,34
21_neuron1_b.npy,44,31.5
23_neuron1_b.npy,56,47.5
23_neuron4_b.npy,52,5
24_neuron2_b.npy,42,34.5
24_neuron3_b.npy,54,16
25_neuron2_b.npy,46,38.5
26_neuron1_b.npy,55,21
26_neuron2_b.npy,45,25
26_neuron3_b.npy,45,27
26_neuron4_b.npy,56,48.5
27_neuron1_b.npy,49,34
27_neuron2_b.npy,48,25.5
28_neuron1_b.npy,41,24
32_neuron1_b.npy,56,14
33_neuron2_b.npy,43,18.5
34_neuron1_b.npy,51,12.5
34_neuron8_b.npy,56,9.5
35_neuron1_b.npy,56,54
35_neuron3_b.npy,48,20
35_neuron4_b.npy,52,10.5
35_neuron7_b.npy,56,19.5
36_neuron1_b.npy,48,32
36_neuron2_b.npy,45,29.5
36_neuron3_b.npy,45,18.5
37_neuron1_b.npy,50,1.5
41_neuron2_b.npy,53,17.5
42_neuron1_b.npy,52,41.5
42_neuron4_b.npy,45,16
43_neuron1_b.npy,47,21
43_neuron2_b.npy,56,49.5
43_neuron3_b.npy,45,14
44_neuron1_b.npy,54,41
44_neuron2_b.npy,53,37.5
45_neuron1_b.npy,44,37.5
52_neuron1_b.npy,40,2
52_neuron2_b.npy,56,14
52_neuron3_b.npy,48,28.5
52_neuron5_b.npy,49,15.5
52_neuron6_b.npy,47,17
52_neuron9_b.npy,53,3.5
54_neuron1_b.npy,44,33.5
55_neuron1_b.npy,56,22
55_neuron3_b.npy,51,37.5
55_neuron4_b.npy,42,39
55_neuron5_b.npy,51,16
55_neuron7_b.npy,46,16
57_neuron1_b.npy,40,36.5
61_neuron1_b.npy,56,17
61_neuron2_b.npy,45,36
61_neuron3_b.npy,40,34
61_neuron4_b.npy,56,13
63_neuron2_b.npy,56,6
63_neuron3_b.npy,56,6.5
64_neuron1_b.npy,43,36
66_neuron1_b.npy,42,39
66_neuron4_b.npy,42,35.5
68_neuron1_b.npy,44,27.5
71_neuron2_b.npy,56,19
73_neuron2_b.npy,46,6.5
75_neuron2_b.npy,56,0
75_neuron3_b.npy,46,24
75_neuron4_b.npy,56,38
75_neuron5_b.npy,56,38
75_neuron6_b.npy,40,8
76_neuron3_b.npy,56,14
82_neuron5_b.npy,56,55.5
82_neuron7_b.npy,47,12.5
83_neuron1_b.npy,55,22
83_neuron3_b.npy,40,18.5
84_neuron2_b.npy,41,25.5
85_neuron2_b.npy,48,15
87_neuron1_b.npy,40,8
87_neuron3_b.npy,46,33
14_neuron1_b.npy,56,48
14_neuron2_b.npy,53,14.5
17_neuron3_b.npy,53,35.5
21_neuron2_b.npy,56,42.5
22_neuron4_b.npy,56,19.5
23_neuron3_b.npy,56,11
26_neuron5_b.npy,46,12.5
27_neuron3_b.npy,40,17
27_neuron4_b.npy,54,18.5
27_neuron5_b.npy,48,32.5
28_neuron3_b.npy,47,35
31_neuron3_b.npy,47,11
31_neuron4_b.npy,56,34
32_neuron2_b.npy,40,13
33_neuron1_b.npy,51,5
33_neuron3_b.npy,40,18
33_neuron4_b.npy,56,34
33_neuron5_b.npy,56,38.5
33_neuron6_b.npy,56,36
33_neuron7_b.npy,40,22
33_neuron9_b.npy,56,44.5
34_neuron10b.npy,40,21
34_neuron11b.npy,40,20
34_neuron2_b.npy,55,54.5
34_neuron3_b.npy,0,0
34_neuron4_b.npy,56,54
34_neuron6_b.npy,56,42
34_neuron7_b.npy,40,27
34_neuron9_b.npy,49,33.5
35_neuron5_b.npy,47,35
41_neuron1_b.npy,56,52
41_neuron3_b.npy,42,34
41_neuron6_b.npy,40,6
42_neuron2_b.npy,44,23
42_neuron5_b.npy,56,48
46_neuron1_b.npy,53,40.5
48_neuron2_b.npy,56,46.5
48_neuron3_b.npy,56,26
51_neuron1_b.npy,46,14
51_neuron2_b.npy,50,6.5
54_neuron4_b.npy,40,31.5
54_neuron5_b.npy,56,1
55_neuron2_b.npy,44,22
55_neuron8_b.npy,50,27.5
55_neuron9_b.npy,40,33.5
61_neuron5_b.npy,56,40.5
63_neuron4_b.npy,56,25.5
64_neuron2_b.npy,40,29
66_neuron2_b.npy,43,25.5
66_neuron3_b.npy,40,39.5
66_neuron7_b.npy,40,22.5
67_neuron2_b.npy,49,17
67_neuron3_b.npy,47,28.5
74_neuron2_b.npy,40,0.5
76_neuron4_b.npy,50,20
76_neuron6_b.npy,56,17.5
83_neuron4_b.npy,45,23
85_neuron1_b.npy,40,18
85_neuron3_b.npy,50,37.5
85_neuron4_b.npy,40,29
85_neuron5_b.npy,56,45.5
